# fields
key,value
document_type,medium-observability-run-v2
version,1.0.0
generated,false
benchmark_size_class,medium-v2
benchmark_profile,observability-v2
run_id,OBS-2026-05-21

# table:services
id,name,runtime,owner
SVC-001,service-1,rust,team-2
SVC-002,service-2,node,team-3
SVC-003,service-3,go,team-4
SVC-004,service-4,python,team-5
SVC-005,service-5,rust,team-6
SVC-006,service-6,node,team-1
SVC-007,service-7,go,team-2
SVC-008,service-8,python,team-3
SVC-009,service-9,rust,team-4
SVC-010,service-10,node,team-5
SVC-011,service-11,go,team-6
SVC-012,service-12,python,team-1
SVC-013,service-13,rust,team-2
SVC-014,service-14,node,team-3
SVC-015,service-15,go,team-4
SVC-016,service-16,python,team-5
SVC-017,service-17,rust,team-6
SVC-018,service-18,node,team-1
SVC-019,service-19,go,team-2
SVC-020,service-20,python,team-3
SVC-021,service-21,rust,team-4

# table:spans
id,service_id,operation,duration_ms,status
SPAN-003-010,allocations,30,count
SPAN-003-011,queue_depth,33,items
SPAN-003-012,latency,36,ms
SPAN-003-013,cpu,39,percent
SPAN-003-014,allocations,42,count
SPAN-003-015,queue_depth,45,items
SPAN-003-016,latency,48,ms
SPAN-003-017,cpu,51,percent
SPAN-003-018,allocations,54,count
SPAN-003-019,queue_depth,57,items
SPAN-003-020,latency,60,ms
SPAN-003-021,cpu,63,percent
SPAN-003-022,allocations,66,count
SPAN-003-023,queue_depth,69,items
SPAN-004-001,cpu,4,percent
SPAN-004-002,allocations,8,count
SPAN-004-003,queue_depth,12,items
SPAN-004-004,latency,16,ms
SPAN-004-005,cpu,20,percent
SPAN-004-006,allocations,24,count
SPAN-004-007,queue_depth,28,items
SPAN-004-008,latency,32,ms
SPAN-004-009,cpu,36,percent
SPAN-004-010,allocations,40,count
SPAN-004-011,queue_depth,44,items
SPAN-004-012,latency,48,ms
SPAN-004-013,cpu,52,percent
SPAN-004-014,allocations,56,count
SPAN-004-015,queue_depth,60,items
SPAN-004-016,latency,64,ms
SPAN-004-017,cpu,68,percent
SPAN-004-018,allocations,72,count
SPAN-004-019,queue_depth,76,items
SPAN-004-020,latency,80,ms
SPAN-004-021,cpu,84,percent
SPAN-004-022,allocations,88,count
SPAN-004-023,queue_depth,92,items
SPAN-005-001,cpu,5,percent
SPAN-005-002,allocations,10,count
SPAN-005-003,queue_depth,15,items
SPAN-005-004,latency,20,ms
SPAN-005-005,cpu,25,percent
SPAN-005-006,allocations,30,count
SPAN-005-007,queue_depth,35,items
SPAN-005-008,latency,40,ms
SPAN-005-009,cpu,45,percent
SPAN-005-010,allocations,50,count
SPAN-005-011,queue_depth,55,items
SPAN-005-012,latency,60,ms
SPAN-005-013,cpu,65,percent
SPAN-005-014,allocations,70,count
SPAN-005-015,queue_depth,75,items
SPAN-005-016,latency,80,ms
SPAN-005-017,cpu,85,percent
SPAN-005-018,allocations,90,count
SPAN-005-019,queue_depth,95,items
SPAN-005-020,latency,100,ms
SPAN-005-021,cpu,105,percent
SPAN-005-022,allocations,110,count
SPAN-005-023,queue_depth,115,items
SPAN-006-001,cpu,6,percent
SPAN-006-002,allocations,12,count
SPAN-006-003,queue_depth,18,items
SPAN-006-004,latency,24,ms
SPAN-006-005,cpu,30,percent
SPAN-006-006,allocations,36,count
SPAN-006-007,queue_depth,42,items
SPAN-006-008,latency,48,ms
SPAN-006-009,cpu,54,percent
SPAN-006-010,allocations,60,count
SPAN-006-011,queue_depth,66,items
SPAN-006-012,latency,72,ms
SPAN-006-013,cpu,78,percent
SPAN-006-014,allocations,84,count
SPAN-006-015,queue_depth,90,items
SPAN-006-016,latency,96,ms
SPAN-006-017,cpu,102,percent
SPAN-006-018,allocations,108,count
SPAN-006-019,queue_depth,114,items
SPAN-006-020,latency,120,ms
SPAN-006-021,cpu,126,percent
SPAN-006-022,allocations,132,count
SPAN-006-023,queue_depth,138,items
SPAN-007-001,cpu,7,percent
SPAN-007-002,allocations,14,count
SPAN-007-003,queue_depth,21,items
SPAN-007-004,latency,28,ms
SPAN-007-005,cpu,35,percent
SPAN-007-006,allocations,42,count
SPAN-007-007,queue_depth,49,items
SPAN-007-008,latency,56,ms
SPAN-007-009,cpu,63,percent
SPAN-007-010,allocations,70,count
SPAN-007-011,queue_depth,77,items
SPAN-007-012,latency,84,ms
SPAN-007-013,cpu,91,percent
SPAN-007-014,allocations,98,count
SPAN-007-015,queue_depth,105,items
SPAN-007-016,latency,112,ms
SPAN-007-017,cpu,119,percent
SPAN-007-018,allocations,126,count
SPAN-007-019,queue_depth,133,items
SPAN-007-020,latency,140,ms
SPAN-007-021,cpu,147,percent
SPAN-007-022,allocations,154,count
SPAN-007-023,queue_depth,161,items
SPAN-008-001,cpu,8,percent
SPAN-008-002,allocations,16,count
SPAN-008-003,queue_depth,24,items
SPAN-008-004,latency,32,ms
SPAN-008-005,cpu,40,percent
SPAN-008-006,allocations,48,count
SPAN-008-007,queue_depth,56,items
SPAN-008-008,latency,64,ms
SPAN-008-009,cpu,72,percent
SPAN-008-010,allocations,80,count
SPAN-008-011,queue_depth,88,items
SPAN-008-012,latency,96,ms
SPAN-008-013,cpu,104,percent
SPAN-008-014,allocations,112,count
SPAN-008-015,queue_depth,120,items
SPAN-008-016,latency,128,ms
SPAN-008-017,cpu,136,percent
SPAN-008-018,allocations,144,count
SPAN-008-019,queue_depth,152,items
SPAN-008-020,latency,160,ms
SPAN-008-021,cpu,168,percent
SPAN-008-022,allocations,176,count
SPAN-008-023,queue_depth,184,items
SPAN-009-001,cpu,9,percent
SPAN-009-002,allocations,18,count
SPAN-009-003,queue_depth,27,items
SPAN-009-004,latency,36,ms
SPAN-009-005,cpu,45,percent
SPAN-009-006,allocations,54,count
SPAN-009-007,queue_depth,63,items
SPAN-009-008,latency,72,ms
SPAN-009-009,cpu,81,percent
SPAN-009-010,allocations,90,count
SPAN-009-011,queue_depth,99,items
SPAN-009-012,latency,108,ms
SPAN-009-013,cpu,117,percent
SPAN-009-014,allocations,126,count
SPAN-009-015,queue_depth,135,items
SPAN-009-016,latency,144,ms
SPAN-009-017,cpu,153,percent
SPAN-009-018,allocations,162,count
SPAN-009-019,queue_depth,171,items
SPAN-009-020,latency,180,ms
SPAN-009-021,cpu,189,percent
SPAN-009-022,allocations,198,count
SPAN-009-023,queue_depth,207,items
SPAN-010-001,cpu,10,percent
SPAN-010-002,allocations,20,count
SPAN-010-003,queue_depth,30,items
SPAN-010-004,latency,40,ms
SPAN-010-005,cpu,50,percent
SPAN-010-006,allocations,60,count
SPAN-010-007,queue_depth,70,items
SPAN-010-008,latency,80,ms
SPAN-010-009,cpu,90,percent
SPAN-010-010,allocations,100,count
SPAN-010-011,queue_depth,110,items
SPAN-010-012,latency,120,ms
SPAN-010-013,cpu,130,percent
SPAN-010-014,allocations,140,count
SPAN-010-015,queue_depth,150,items
SPAN-010-016,latency,160,ms
SPAN-010-017,cpu,170,percent
SPAN-010-018,allocations,180,count
SPAN-010-019,queue_depth,190,items
SPAN-010-020,latency,200,ms
SPAN-010-021,cpu,210,percent
SPAN-010-022,allocations,220,count
SPAN-010-023,queue_depth,230,items
SPAN-011-001,cpu,11,percent
SPAN-011-002,allocations,22,count
SPAN-011-003,queue_depth,33,items
SPAN-011-004,latency,44,ms
SPAN-011-005,cpu,55,percent
SPAN-011-006,allocations,66,count
SPAN-011-007,queue_depth,77,items
SPAN-011-008,latency,88,ms
SPAN-011-009,cpu,99,percent
SPAN-011-010,allocations,110,count
SPAN-011-011,queue_depth,121,items
SPAN-011-012,latency,132,ms
SPAN-011-013,cpu,143,percent
SPAN-011-014,allocations,154,count
SPAN-011-015,queue_depth,165,items
SPAN-011-016,latency,176,ms
SPAN-011-017,cpu,187,percent
SPAN-011-018,allocations,198,count
SPAN-011-019,queue_depth,209,items
SPAN-011-020,latency,220,ms
SPAN-011-021,cpu,231,percent
SPAN-011-022,allocations,242,count
SPAN-011-023,queue_depth,253,items
SPAN-012-001,cpu,12,percent
SPAN-012-002,allocations,24,count
SPAN-012-003,queue_depth,36,items
SPAN-012-004,latency,48,ms
SPAN-012-005,cpu,60,percent
SPAN-012-006,allocations,72,count
SPAN-012-007,queue_depth,84,items
SPAN-012-008,latency,96,ms
SPAN-012-009,cpu,108,percent
SPAN-012-010,allocations,120,count
SPAN-012-011,queue_depth,132,items
SPAN-012-012,latency,144,ms
SPAN-012-013,cpu,156,percent
SPAN-012-014,allocations,168,count
SPAN-012-015,queue_depth,180,items
SPAN-012-016,latency,192,ms
SPAN-012-017,cpu,204,percent
SPAN-012-018,allocations,216,count
SPAN-012-019,queue_depth,228,items
SPAN-012-020,latency,240,ms
SPAN-012-021,cpu,252,percent
SPAN-012-022,allocations,264,count
SPAN-012-023,queue_depth,276,items
SPAN-013-001,cpu,13,percent
SPAN-013-002,allocations,26,count
SPAN-013-003,queue_depth,39,items
SPAN-013-004,latency,52,ms
SPAN-013-005,cpu,65,percent
SPAN-013-006,allocations,78,count
SPAN-013-007,queue_depth,91,items
SPAN-013-008,latency,104,ms
SPAN-013-009,cpu,117,percent
SPAN-013-010,allocations,130,count
SPAN-013-011,queue_depth,143,items
SPAN-013-012,latency,156,ms
SPAN-013-013,cpu,169,percent
SPAN-013-014,allocations,182,count
SPAN-013-015,queue_depth,195,items
SPAN-013-016,latency,208,ms
SPAN-013-017,cpu,221,percent
SPAN-013-018,allocations,234,count
SPAN-013-019,queue_depth,247,items
SPAN-013-020,latency,260,ms
SPAN-013-021,cpu,273,percent
SPAN-013-022,allocations,286,count
SPAN-013-023,queue_depth,299,items
SPAN-014-001,cpu,14,percent
SPAN-014-002,allocations,28,count
SPAN-014-003,queue_depth,42,items
SPAN-014-004,latency,56,ms
SPAN-014-005,cpu,70,percent
SPAN-014-006,allocations,84,count
SPAN-014-007,queue_depth,98,items
SPAN-014-008,latency,112,ms
SPAN-014-009,cpu,126,percent
SPAN-014-010,allocations,140,count
SPAN-014-011,queue_depth,154,items
SPAN-014-012,latency,168,ms
SPAN-014-013,cpu,182,percent
SPAN-014-014,allocations,196,count
SPAN-014-015,queue_depth,210,items
SPAN-014-016,latency,224,ms
SPAN-014-017,cpu,238,percent
SPAN-014-018,allocations,252,count
SPAN-014-019,queue_depth,266,items
SPAN-014-020,latency,280,ms
SPAN-014-021,cpu,294,percent
SPAN-014-022,allocations,308,count
SPAN-014-023,queue_depth,322,items
SPAN-015-001,cpu,15,percent
SPAN-015-002,allocations,30,count
SPAN-015-003,queue_depth,45,items
SPAN-015-004,latency,60,ms
SPAN-015-005,cpu,75,percent
SPAN-015-006,allocations,90,count
SPAN-015-007,queue_depth,105,items
SPAN-015-008,latency,120,ms
SPAN-015-009,cpu,135,percent
SPAN-015-010,allocations,150,count
SPAN-015-011,queue_depth,165,items
SPAN-015-012,latency,180,ms
SPAN-015-013,cpu,195,percent
SPAN-015-014,allocations,210,count
SPAN-015-015,queue_depth,225,items
SPAN-015-016,latency,240,ms
SPAN-015-017,cpu,255,percent
SPAN-015-018,allocations,270,count
SPAN-015-019,queue_depth,285,items
SPAN-015-020,latency,300,ms
SPAN-015-021,cpu,315,percent
SPAN-015-022,allocations,330,count
SPAN-015-023,queue_depth,345,items
SPAN-016-001,cpu,16,percent
SPAN-016-002,allocations,32,count
SPAN-016-003,queue_depth,48,items
SPAN-016-004,latency,64,ms
SPAN-016-005,cpu,80,percent
SPAN-016-006,allocations,96,count
SPAN-016-007,queue_depth,112,items
SPAN-016-008,latency,128,ms
SPAN-016-009,cpu,144,percent
SPAN-016-010,allocations,160,count
SPAN-016-011,queue_depth,176,items
SPAN-016-012,latency,192,ms
SPAN-016-013,cpu,208,percent
SPAN-016-014,allocations,224,count
SPAN-016-015,queue_depth,240,items
SPAN-016-016,latency,256,ms
SPAN-016-017,cpu,272,percent
SPAN-016-018,allocations,288,count
SPAN-016-019,queue_depth,304,items
SPAN-016-020,latency,320,ms
SPAN-016-021,cpu,336,percent
SPAN-016-022,allocations,352,count
SPAN-016-023,queue_depth,368,items
SPAN-017-001,cpu,17,percent
SPAN-017-002,allocations,34,count
SPAN-017-003,queue_depth,51,items
SPAN-017-004,latency,68,ms
SPAN-017-005,cpu,85,percent
SPAN-017-006,allocations,102,count
SPAN-017-007,queue_depth,119,items
SPAN-017-008,latency,136,ms
SPAN-017-009,cpu,153,percent
SPAN-017-010,allocations,170,count
SPAN-017-011,queue_depth,187,items
SPAN-017-012,latency,204,ms
SPAN-017-013,cpu,221,percent
SPAN-017-014,allocations,238,count
SPAN-017-015,queue_depth,255,items
SPAN-017-016,latency,272,ms
SPAN-017-017,cpu,289,percent
SPAN-017-018,allocations,306,count
SPAN-017-019,queue_depth,323,items
SPAN-017-020,latency,340,ms
SPAN-017-021,cpu,357,percent
SPAN-017-022,allocations,374,count
SPAN-017-023,queue_depth,391,items
SPAN-018-001,cpu,18,percent
SPAN-018-002,allocations,36,count
SPAN-018-003,queue_depth,54,items
SPAN-018-004,latency,72,ms
SPAN-018-005,cpu,90,percent
SPAN-018-006,allocations,108,count
SPAN-018-007,queue_depth,126,items
SPAN-018-008,latency,144,ms
SPAN-018-009,cpu,162,percent
SPAN-018-010,allocations,180,count
SPAN-018-011,queue_depth,198,items
SPAN-018-012,latency,216,ms
SPAN-018-013,cpu,234,percent
SPAN-018-014,allocations,252,count
SPAN-018-015,queue_depth,270,items
SPAN-018-016,latency,288,ms
SPAN-018-017,cpu,306,percent
SPAN-018-018,allocations,324,count
SPAN-018-019,queue_depth,342,items
SPAN-018-020,latency,360,ms
SPAN-018-021,cpu,378,percent
SPAN-018-022,allocations,396,count
SPAN-018-023,queue_depth,414,items
SPAN-019-001,cpu,19,percent
SPAN-019-002,allocations,38,count
SPAN-019-003,queue_depth,57,items
SPAN-019-004,latency,76,ms
SPAN-019-005,cpu,95,percent
SPAN-019-006,allocations,114,count
SPAN-019-007,queue_depth,133,items
SPAN-019-008,latency,152,ms
SPAN-019-009,cpu,171,percent
SPAN-019-010,allocations,190,count
SPAN-019-011,queue_depth,209,items
SPAN-019-012,latency,228,ms
SPAN-019-013,cpu,247,percent
SPAN-019-014,allocations,266,count
SPAN-019-015,queue_depth,285,items
SPAN-019-016,latency,304,ms
SPAN-019-017,cpu,323,percent
SPAN-019-018,allocations,342,count
SPAN-019-019,queue_depth,361,items
SPAN-019-020,latency,380,ms
SPAN-019-021,cpu,399,percent
SPAN-019-022,allocations,418,count
SPAN-019-023,queue_depth,437,items
SPAN-020-001,cpu,20,percent
SPAN-020-002,allocations,40,count
SPAN-020-003,queue_depth,60,items
SPAN-020-004,latency,80,ms
SPAN-020-005,cpu,100,percent
SPAN-020-006,allocations,120,count
SPAN-020-007,queue_depth,140,items
SPAN-020-008,latency,160,ms
SPAN-020-009,cpu,180,percent
SPAN-020-010,allocations,200,count
SPAN-020-011,queue_depth,220,items
SPAN-020-012,latency,240,ms
SPAN-020-013,cpu,260,percent
SPAN-020-014,allocations,280,count
SPAN-020-015,queue_depth,300,items
SPAN-020-016,latency,320,ms
SPAN-020-017,cpu,340,percent
SPAN-020-018,allocations,360,count
SPAN-020-019,queue_depth,380,items
SPAN-020-020,latency,400,ms
SPAN-020-021,cpu,420,percent
SPAN-020-022,allocations,440,count
SPAN-020-023,queue_depth,460,items
SPAN-021-001,cpu,21,percent
SPAN-021-002,allocations,42,count
SPAN-021-003,queue_depth,63,items
SPAN-021-004,latency,84,ms
SPAN-021-005,cpu,105,percent
SPAN-021-006,allocations,126,count
SPAN-021-007,queue_depth,147,items
SPAN-021-008,latency,168,ms
SPAN-021-009,cpu,189,percent
SPAN-021-010,allocations,210,count
SPAN-021-011,queue_depth,231,items
SPAN-021-012,latency,252,ms
SPAN-021-013,cpu,273,percent
SPAN-021-014,allocations,294,count
SPAN-021-015,queue_depth,315,items
SPAN-021-016,latency,336,ms
SPAN-021-017,cpu,357,percent
SPAN-021-018,allocations,378,count
SPAN-021-019,queue_depth,399,items
SPAN-021-020,latency,420,ms
SPAN-021-021,cpu,441,percent
SPAN-021-022,allocations,462,count
SPAN-021-023,queue_depth,483,items

# table:logs
span_id,level,message
SPAN-001-002-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-001-004-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-001-006-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-001-008-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-001-010-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-001-012-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-001-014-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-001-016-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-001-018-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-001-020-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-001-022-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-002-002-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-002-004-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-002-006-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-002-008-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-002-010-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-002-012-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-002-014-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-002-016-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-002-018-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-002-020-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-002-022-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-003-002-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-003-004-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-003-006-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-003-008-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-003-010-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-003-012-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-003-014-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-003-016-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-003-018-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-003-020-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-003-022-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-004-002-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-004-004-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-004-006-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-004-008-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-004-010-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-004-012-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-004-014-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-004-016-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-004-018-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-004-020-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-004-022-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-005-002-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-005-004-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-005-006-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-005-008-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-005-010-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-005-012-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-005-014-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-005-016-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-005-018-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-005-020-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-005-022-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-006-002-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-006-004-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-006-006-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-006-008-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-006-010-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-006-012-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-006-014-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-006-016-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-006-018-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-006-020-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-006-022-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-007-002-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-007-004-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-007-006-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-007-008-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-007-010-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-007-012-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-007-014-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-007-016-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-007-018-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-007-020-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-007-022-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-008-002-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-008-004-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-008-006-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-008-008-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-008-010-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-008-012-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-008-014-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-008-016-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-008-018-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-008-020-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-008-022-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-009-002-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-009-004-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-009-006-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-009-008-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-009-010-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-009-012-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-009-014-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-009-016-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-009-018-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-009-020-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-009-022-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-010-002-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-010-004-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-010-006-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-010-008-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-010-010-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-010-012-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-010-014-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-010-016-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-010-018-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-010-020-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-010-022-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-011-002-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-011-004-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-011-006-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-011-008-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-011-010-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-011-012-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-011-014-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-011-016-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-011-018-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-011-020-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-011-022-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-012-002-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-012-004-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-012-006-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-012-008-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-012-010-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-012-012-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-012-014-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-012-016-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-012-018-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-012-020-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-012-022-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-013-002-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-013-004-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-013-006-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-013-008-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-013-010-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-013-012-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-013-014-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-013-016-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-013-018-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-013-020-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-013-022-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-014-002-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-014-004-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-014-006-v2,warning-v2,Bounded observability log message for benchmark token analysis.-v2
SPAN-014-008-v2,debug-v2,Bounded observability log message for benchmark token analysis.-v2
