# fields
key,value
document_type,large-knowledge-graph
version,1.0.0
generated,true
benchmark_size_class,large
benchmark_profile,graph-relational

# table:nodes
id,kind,label,community,weight
NODE-01115,concept,Knowledge graph node 1115,community-11,1.5
NODE-01116,service,Knowledge graph node 1116,community-12,1.6
NODE-01117,document,Knowledge graph node 1117,community-13,1.7
NODE-01118,person,Knowledge graph node 1118,community-14,1.8
NODE-01119,dataset,Knowledge graph node 1119,community-15,1.9
NODE-01120,concept,Knowledge graph node 1120,community-16,2.0
NODE-01121,service,Knowledge graph node 1121,community-17,2.1
NODE-01122,document,Knowledge graph node 1122,community-18,2.2
NODE-01123,person,Knowledge graph node 1123,community-19,2.3
NODE-01124,dataset,Knowledge graph node 1124,community-20,2.4
NODE-01125,concept,Knowledge graph node 1125,community-21,2.5
NODE-01126,service,Knowledge graph node 1126,community-22,2.6
NODE-01127,document,Knowledge graph node 1127,community-23,2.7
NODE-01128,person,Knowledge graph node 1128,community-0,2.8
NODE-01129,dataset,Knowledge graph node 1129,community-1,2.9
NODE-01130,concept,Knowledge graph node 1130,community-2,3.0
NODE-01131,service,Knowledge graph node 1131,community-3,3.1
NODE-01132,document,Knowledge graph node 1132,community-4,3.2
NODE-01133,person,Knowledge graph node 1133,community-5,3.3
NODE-01134,dataset,Knowledge graph node 1134,community-6,3.4
NODE-01135,concept,Knowledge graph node 1135,community-7,3.5
NODE-01136,service,Knowledge graph node 1136,community-8,3.6
NODE-01137,document,Knowledge graph node 1137,community-9,3.7
NODE-01138,person,Knowledge graph node 1138,community-10,3.8
NODE-01139,dataset,Knowledge graph node 1139,community-11,3.9
NODE-01140,concept,Knowledge graph node 1140,community-12,4.0
NODE-01141,service,Knowledge graph node 1141,community-13,4.1
NODE-01142,document,Knowledge graph node 1142,community-14,4.2
NODE-01143,person,Knowledge graph node 1143,community-15,4.3
NODE-01144,dataset,Knowledge graph node 1144,community-16,4.4
NODE-01145,concept,Knowledge graph node 1145,community-17,4.5
NODE-01146,service,Knowledge graph node 1146,community-18,4.6
NODE-01147,document,Knowledge graph node 1147,community-19,4.7
NODE-01148,person,Knowledge graph node 1148,community-20,4.8
NODE-01149,dataset,Knowledge graph node 1149,community-21,4.9
NODE-01150,concept,Knowledge graph node 1150,community-22,5.0
NODE-01151,service,Knowledge graph node 1151,community-23,5.1
NODE-01152,document,Knowledge graph node 1152,community-0,5.2
NODE-01153,person,Knowledge graph node 1153,community-1,5.3
NODE-01154,dataset,Knowledge graph node 1154,community-2,5.4
NODE-01155,concept,Knowledge graph node 1155,community-3,5.5
NODE-01156,service,Knowledge graph node 1156,community-4,5.6
NODE-01157,document,Knowledge graph node 1157,community-5,5.7
NODE-01158,person,Knowledge graph node 1158,community-6,5.8
NODE-01159,dataset,Knowledge graph node 1159,community-7,5.9
NODE-01160,concept,Knowledge graph node 1160,community-8,6.0
NODE-01161,service,Knowledge graph node 1161,community-9,6.1
NODE-01162,document,Knowledge graph node 1162,community-10,6.2
NODE-01163,person,Knowledge graph node 1163,community-11,6.3
NODE-01164,dataset,Knowledge graph node 1164,community-12,6.4
NODE-01165,concept,Knowledge graph node 1165,community-13,6.5
NODE-01166,service,Knowledge graph node 1166,community-14,6.6
NODE-01167,document,Knowledge graph node 1167,community-15,6.7
NODE-01168,person,Knowledge graph node 1168,community-16,6.8
NODE-01169,dataset,Knowledge graph node 1169,community-17,6.9
NODE-01170,concept,Knowledge graph node 1170,community-18,7.0
NODE-01171,service,Knowledge graph node 1171,community-19,7.1
NODE-01172,document,Knowledge graph node 1172,community-20,7.2
NODE-01173,person,Knowledge graph node 1173,community-21,7.3
NODE-01174,dataset,Knowledge graph node 1174,community-22,7.4
NODE-01175,concept,Knowledge graph node 1175,community-23,7.5
NODE-01176,service,Knowledge graph node 1176,community-0,7.6
NODE-01177,document,Knowledge graph node 1177,community-1,7.7
NODE-01178,person,Knowledge graph node 1178,community-2,7.8
NODE-01179,dataset,Knowledge graph node 1179,community-3,7.9
NODE-01180,concept,Knowledge graph node 1180,community-4,8.0
NODE-01181,service,Knowledge graph node 1181,community-5,8.1
NODE-01182,document,Knowledge graph node 1182,community-6,8.2
NODE-01183,person,Knowledge graph node 1183,community-7,8.3
NODE-01184,dataset,Knowledge graph node 1184,community-8,8.4
NODE-01185,concept,Knowledge graph node 1185,community-9,8.5
NODE-01186,service,Knowledge graph node 1186,community-10,8.6
NODE-01187,document,Knowledge graph node 1187,community-11,8.7
NODE-01188,person,Knowledge graph node 1188,community-12,8.8
NODE-01189,dataset,Knowledge graph node 1189,community-13,8.9
NODE-01190,concept,Knowledge graph node 1190,community-14,9.0
NODE-01191,service,Knowledge graph node 1191,community-15,9.1
NODE-01192,document,Knowledge graph node 1192,community-16,9.2
NODE-01193,person,Knowledge graph node 1193,community-17,9.3
NODE-01194,dataset,Knowledge graph node 1194,community-18,9.4
NODE-01195,concept,Knowledge graph node 1195,community-19,9.5
NODE-01196,service,Knowledge graph node 1196,community-20,9.6
NODE-01197,document,Knowledge graph node 1197,community-21,9.7
NODE-01198,person,Knowledge graph node 1198,community-22,9.8
NODE-01199,dataset,Knowledge graph node 1199,community-23,9.9
NODE-01200,concept,Knowledge graph node 1200,community-0,0.0
NODE-01201,service,Knowledge graph node 1201,community-1,0.1
NODE-01202,document,Knowledge graph node 1202,community-2,0.2
NODE-01203,person,Knowledge graph node 1203,community-3,0.3
NODE-01204,dataset,Knowledge graph node 1204,community-4,0.4
NODE-01205,concept,Knowledge graph node 1205,community-5,0.5
NODE-01206,service,Knowledge graph node 1206,community-6,0.6
NODE-01207,document,Knowledge graph node 1207,community-7,0.7
NODE-01208,person,Knowledge graph node 1208,community-8,0.8
NODE-01209,dataset,Knowledge graph node 1209,community-9,0.9
NODE-01210,concept,Knowledge graph node 1210,community-10,1.0
NODE-01211,service,Knowledge graph node 1211,community-11,1.1
NODE-01212,document,Knowledge graph node 1212,community-12,1.2
NODE-01213,person,Knowledge graph node 1213,community-13,1.3
NODE-01214,dataset,Knowledge graph node 1214,community-14,1.4
NODE-01215,concept,Knowledge graph node 1215,community-15,1.5
NODE-01216,service,Knowledge graph node 1216,community-16,1.6
NODE-01217,document,Knowledge graph node 1217,community-17,1.7
NODE-01218,person,Knowledge graph node 1218,community-18,1.8
NODE-01219,dataset,Knowledge graph node 1219,community-19,1.9
NODE-01220,concept,Knowledge graph node 1220,community-20,2.0
NODE-01221,service,Knowledge graph node 1221,community-21,2.1
NODE-01222,document,Knowledge graph node 1222,community-22,2.2
NODE-01223,person,Knowledge graph node 1223,community-23,2.3
NODE-01224,dataset,Knowledge graph node 1224,community-0,2.4
NODE-01225,concept,Knowledge graph node 1225,community-1,2.5
NODE-01226,service,Knowledge graph node 1226,community-2,2.6
NODE-01227,document,Knowledge graph node 1227,community-3,2.7
NODE-01228,person,Knowledge graph node 1228,community-4,2.8
NODE-01229,dataset,Knowledge graph node 1229,community-5,2.9
NODE-01230,concept,Knowledge graph node 1230,community-6,3.0
NODE-01231,service,Knowledge graph node 1231,community-7,3.1
NODE-01232,document,Knowledge graph node 1232,community-8,3.2
NODE-01233,person,Knowledge graph node 1233,community-9,3.3
NODE-01234,dataset,Knowledge graph node 1234,community-10,3.4
NODE-01235,concept,Knowledge graph node 1235,community-11,3.5
NODE-01236,service,Knowledge graph node 1236,community-12,3.6
NODE-01237,document,Knowledge graph node 1237,community-13,3.7
NODE-01238,person,Knowledge graph node 1238,community-14,3.8
NODE-01239,dataset,Knowledge graph node 1239,community-15,3.9
NODE-01240,concept,Knowledge graph node 1240,community-16,4.0
NODE-01241,service,Knowledge graph node 1241,community-17,4.1
NODE-01242,document,Knowledge graph node 1242,community-18,4.2
NODE-01243,person,Knowledge graph node 1243,community-19,4.3
NODE-01244,dataset,Knowledge graph node 1244,community-20,4.4
NODE-01245,concept,Knowledge graph node 1245,community-21,4.5
NODE-01246,service,Knowledge graph node 1246,community-22,4.6
NODE-01247,document,Knowledge graph node 1247,community-23,4.7
NODE-01248,person,Knowledge graph node 1248,community-0,4.8
NODE-01249,dataset,Knowledge graph node 1249,community-1,4.9
NODE-01250,concept,Knowledge graph node 1250,community-2,5.0
NODE-01251,service,Knowledge graph node 1251,community-3,5.1
NODE-01252,document,Knowledge graph node 1252,community-4,5.2
NODE-01253,person,Knowledge graph node 1253,community-5,5.3
NODE-01254,dataset,Knowledge graph node 1254,community-6,5.4
NODE-01255,concept,Knowledge graph node 1255,community-7,5.5
NODE-01256,service,Knowledge graph node 1256,community-8,5.6
NODE-01257,document,Knowledge graph node 1257,community-9,5.7
NODE-01258,person,Knowledge graph node 1258,community-10,5.8
NODE-01259,dataset,Knowledge graph node 1259,community-11,5.9
NODE-01260,concept,Knowledge graph node 1260,community-12,6.0
NODE-01261,service,Knowledge graph node 1261,community-13,6.1
NODE-01262,document,Knowledge graph node 1262,community-14,6.2
NODE-01263,person,Knowledge graph node 1263,community-15,6.3
NODE-01264,dataset,Knowledge graph node 1264,community-16,6.4
NODE-01265,concept,Knowledge graph node 1265,community-17,6.5
NODE-01266,service,Knowledge graph node 1266,community-18,6.6
NODE-01267,document,Knowledge graph node 1267,community-19,6.7
NODE-01268,person,Knowledge graph node 1268,community-20,6.8
NODE-01269,dataset,Knowledge graph node 1269,community-21,6.9
NODE-01270,concept,Knowledge graph node 1270,community-22,7.0
NODE-01271,service,Knowledge graph node 1271,community-23,7.1
NODE-01272,document,Knowledge graph node 1272,community-0,7.2
NODE-01273,person,Knowledge graph node 1273,community-1,7.3
NODE-01274,dataset,Knowledge graph node 1274,community-2,7.4
NODE-01275,concept,Knowledge graph node 1275,community-3,7.5
NODE-01276,service,Knowledge graph node 1276,community-4,7.6
NODE-01277,document,Knowledge graph node 1277,community-5,7.7
NODE-01278,person,Knowledge graph node 1278,community-6,7.8
NODE-01279,dataset,Knowledge graph node 1279,community-7,7.9
NODE-01280,concept,Knowledge graph node 1280,community-8,8.0
NODE-01281,service,Knowledge graph node 1281,community-9,8.1
NODE-01282,document,Knowledge graph node 1282,community-10,8.2
NODE-01283,person,Knowledge graph node 1283,community-11,8.3
NODE-01284,dataset,Knowledge graph node 1284,community-12,8.4
NODE-01285,concept,Knowledge graph node 1285,community-13,8.5
NODE-01286,service,Knowledge graph node 1286,community-14,8.6
NODE-01287,document,Knowledge graph node 1287,community-15,8.7
NODE-01288,person,Knowledge graph node 1288,community-16,8.8
NODE-01289,dataset,Knowledge graph node 1289,community-17,8.9
NODE-01290,concept,Knowledge graph node 1290,community-18,9.0
NODE-01291,service,Knowledge graph node 1291,community-19,9.1
NODE-01292,document,Knowledge graph node 1292,community-20,9.2
NODE-01293,person,Knowledge graph node 1293,community-21,9.3
NODE-01294,dataset,Knowledge graph node 1294,community-22,9.4
NODE-01295,concept,Knowledge graph node 1295,community-23,9.5
NODE-01296,service,Knowledge graph node 1296,community-0,9.6
NODE-01297,document,Knowledge graph node 1297,community-1,9.7
NODE-01298,person,Knowledge graph node 1298,community-2,9.8
NODE-01299,dataset,Knowledge graph node 1299,community-3,9.9
NODE-01300,concept,Knowledge graph node 1300,community-4,0.0
NODE-01301,service,Knowledge graph node 1301,community-5,0.1
NODE-01302,document,Knowledge graph node 1302,community-6,0.2
NODE-01303,person,Knowledge graph node 1303,community-7,0.3
NODE-01304,dataset,Knowledge graph node 1304,community-8,0.4
NODE-01305,concept,Knowledge graph node 1305,community-9,0.5
NODE-01306,service,Knowledge graph node 1306,community-10,0.6
NODE-01307,document,Knowledge graph node 1307,community-11,0.7
NODE-01308,person,Knowledge graph node 1308,community-12,0.8
NODE-01309,dataset,Knowledge graph node 1309,community-13,0.9
NODE-01310,concept,Knowledge graph node 1310,community-14,1.0
NODE-01311,service,Knowledge graph node 1311,community-15,1.1
NODE-01312,document,Knowledge graph node 1312,community-16,1.2
NODE-01313,person,Knowledge graph node 1313,community-17,1.3
NODE-01314,dataset,Knowledge graph node 1314,community-18,1.4
NODE-01315,concept,Knowledge graph node 1315,community-19,1.5
NODE-01316,service,Knowledge graph node 1316,community-20,1.6
NODE-01317,document,Knowledge graph node 1317,community-21,1.7
NODE-01318,person,Knowledge graph node 1318,community-22,1.8
NODE-01319,dataset,Knowledge graph node 1319,community-23,1.9
NODE-01320,concept,Knowledge graph node 1320,community-0,2.0
NODE-01321,service,Knowledge graph node 1321,community-1,2.1
NODE-01322,document,Knowledge graph node 1322,community-2,2.2
NODE-01323,person,Knowledge graph node 1323,community-3,2.3
NODE-01324,dataset,Knowledge graph node 1324,community-4,2.4
NODE-01325,concept,Knowledge graph node 1325,community-5,2.5
NODE-01326,service,Knowledge graph node 1326,community-6,2.6
NODE-01327,document,Knowledge graph node 1327,community-7,2.7
NODE-01328,person,Knowledge graph node 1328,community-8,2.8
NODE-01329,dataset,Knowledge graph node 1329,community-9,2.9
NODE-01330,concept,Knowledge graph node 1330,community-10,3.0
NODE-01331,service,Knowledge graph node 1331,community-11,3.1
NODE-01332,document,Knowledge graph node 1332,community-12,3.2
NODE-01333,person,Knowledge graph node 1333,community-13,3.3
NODE-01334,dataset,Knowledge graph node 1334,community-14,3.4
NODE-01335,concept,Knowledge graph node 1335,community-15,3.5
NODE-01336,service,Knowledge graph node 1336,community-16,3.6
NODE-01337,document,Knowledge graph node 1337,community-17,3.7
NODE-01338,person,Knowledge graph node 1338,community-18,3.8
NODE-01339,dataset,Knowledge graph node 1339,community-19,3.9
NODE-01340,concept,Knowledge graph node 1340,community-20,4.0
NODE-01341,service,Knowledge graph node 1341,community-21,4.1
NODE-01342,document,Knowledge graph node 1342,community-22,4.2
NODE-01343,person,Knowledge graph node 1343,community-23,4.3
NODE-01344,dataset,Knowledge graph node 1344,community-0,4.4
NODE-01345,concept,Knowledge graph node 1345,community-1,4.5
NODE-01346,service,Knowledge graph node 1346,community-2,4.6
NODE-01347,document,Knowledge graph node 1347,community-3,4.7
NODE-01348,person,Knowledge graph node 1348,community-4,4.8
NODE-01349,dataset,Knowledge graph node 1349,community-5,4.9
NODE-01350,concept,Knowledge graph node 1350,community-6,5.0
NODE-01351,service,Knowledge graph node 1351,community-7,5.1
NODE-01352,document,Knowledge graph node 1352,community-8,5.2
NODE-01353,person,Knowledge graph node 1353,community-9,5.3
NODE-01354,dataset,Knowledge graph node 1354,community-10,5.4
NODE-01355,concept,Knowledge graph node 1355,community-11,5.5
NODE-01356,service,Knowledge graph node 1356,community-12,5.6
NODE-01357,document,Knowledge graph node 1357,community-13,5.7
NODE-01358,person,Knowledge graph node 1358,community-14,5.8
NODE-01359,dataset,Knowledge graph node 1359,community-15,5.9
NODE-01360,concept,Knowledge graph node 1360,community-16,6.0
NODE-01361,service,Knowledge graph node 1361,community-17,6.1
NODE-01362,document,Knowledge graph node 1362,community-18,6.2
NODE-01363,person,Knowledge graph node 1363,community-19,6.3
NODE-01364,dataset,Knowledge graph node 1364,community-20,6.4
NODE-01365,concept,Knowledge graph node 1365,community-21,6.5
NODE-01366,service,Knowledge graph node 1366,community-22,6.6
NODE-01367,document,Knowledge graph node 1367,community-23,6.7
NODE-01368,person,Knowledge graph node 1368,community-0,6.8
NODE-01369,dataset,Knowledge graph node 1369,community-1,6.9
NODE-01370,concept,Knowledge graph node 1370,community-2,7.0
NODE-01371,service,Knowledge graph node 1371,community-3,7.1
NODE-01372,document,Knowledge graph node 1372,community-4,7.2
NODE-01373,person,Knowledge graph node 1373,community-5,7.3
NODE-01374,dataset,Knowledge graph node 1374,community-6,7.4
NODE-01375,concept,Knowledge graph node 1375,community-7,7.5
NODE-01376,service,Knowledge graph node 1376,community-8,7.6
NODE-01377,document,Knowledge graph node 1377,community-9,7.7
NODE-01378,person,Knowledge graph node 1378,community-10,7.8
NODE-01379,dataset,Knowledge graph node 1379,community-11,7.9
NODE-01380,concept,Knowledge graph node 1380,community-12,8.0
NODE-01381,service,Knowledge graph node 1381,community-13,8.1
NODE-01382,document,Knowledge graph node 1382,community-14,8.2
NODE-01383,person,Knowledge graph node 1383,community-15,8.3
NODE-01384,dataset,Knowledge graph node 1384,community-16,8.4
NODE-01385,concept,Knowledge graph node 1385,community-17,8.5
NODE-01386,service,Knowledge graph node 1386,community-18,8.6
NODE-01387,document,Knowledge graph node 1387,community-19,8.7
NODE-01388,person,Knowledge graph node 1388,community-20,8.8
NODE-01389,dataset,Knowledge graph node 1389,community-21,8.9
NODE-01390,concept,Knowledge graph node 1390,community-22,9.0
NODE-01391,service,Knowledge graph node 1391,community-23,9.1
NODE-01392,document,Knowledge graph node 1392,community-0,9.2
NODE-01393,person,Knowledge graph node 1393,community-1,9.3
NODE-01394,dataset,Knowledge graph node 1394,community-2,9.4
NODE-01395,concept,Knowledge graph node 1395,community-3,9.5
NODE-01396,service,Knowledge graph node 1396,community-4,9.6
NODE-01397,document,Knowledge graph node 1397,community-5,9.7
NODE-01398,person,Knowledge graph node 1398,community-6,9.8
NODE-01399,dataset,Knowledge graph node 1399,community-7,9.9
NODE-01400,concept,Knowledge graph node 1400,community-8,0.0
NODE-01401,service,Knowledge graph node 1401,community-9,0.1
NODE-01402,document,Knowledge graph node 1402,community-10,0.2
NODE-01403,person,Knowledge graph node 1403,community-11,0.3
NODE-01404,dataset,Knowledge graph node 1404,community-12,0.4
NODE-01405,concept,Knowledge graph node 1405,community-13,0.5
NODE-01406,service,Knowledge graph node 1406,community-14,0.6
NODE-01407,document,Knowledge graph node 1407,community-15,0.7
NODE-01408,person,Knowledge graph node 1408,community-16,0.8
NODE-01409,dataset,Knowledge graph node 1409,community-17,0.9
NODE-01410,concept,Knowledge graph node 1410,community-18,1.0
NODE-01411,service,Knowledge graph node 1411,community-19,1.1
NODE-01412,document,Knowledge graph node 1412,community-20,1.2
NODE-01413,person,Knowledge graph node 1413,community-21,1.3
NODE-01414,dataset,Knowledge graph node 1414,community-22,1.4
NODE-01415,concept,Knowledge graph node 1415,community-23,1.5
NODE-01416,service,Knowledge graph node 1416,community-0,1.6
NODE-01417,document,Knowledge graph node 1417,community-1,1.7
NODE-01418,person,Knowledge graph node 1418,community-2,1.8
NODE-01419,dataset,Knowledge graph node 1419,community-3,1.9
NODE-01420,concept,Knowledge graph node 1420,community-4,2.0
NODE-01421,service,Knowledge graph node 1421,community-5,2.1
NODE-01422,document,Knowledge graph node 1422,community-6,2.2
NODE-01423,person,Knowledge graph node 1423,community-7,2.3
NODE-01424,dataset,Knowledge graph node 1424,community-8,2.4
NODE-01425,concept,Knowledge graph node 1425,community-9,2.5
NODE-01426,service,Knowledge graph node 1426,community-10,2.6
NODE-01427,document,Knowledge graph node 1427,community-11,2.7
NODE-01428,person,Knowledge graph node 1428,community-12,2.8
NODE-01429,dataset,Knowledge graph node 1429,community-13,2.9
NODE-01430,concept,Knowledge graph node 1430,community-14,3.0
NODE-01431,service,Knowledge graph node 1431,community-15,3.1
NODE-01432,document,Knowledge graph node 1432,community-16,3.2
NODE-01433,person,Knowledge graph node 1433,community-17,3.3
NODE-01434,dataset,Knowledge graph node 1434,community-18,3.4
NODE-01435,concept,Knowledge graph node 1435,community-19,3.5
NODE-01436,service,Knowledge graph node 1436,community-20,3.6
NODE-01437,document,Knowledge graph node 1437,community-21,3.7
NODE-01438,person,Knowledge graph node 1438,community-22,3.8
NODE-01439,dataset,Knowledge graph node 1439,community-23,3.9
NODE-01440,concept,Knowledge graph node 1440,community-0,4.0
NODE-01441,service,Knowledge graph node 1441,community-1,4.1
NODE-01442,document,Knowledge graph node 1442,community-2,4.2
NODE-01443,person,Knowledge graph node 1443,community-3,4.3
NODE-01444,dataset,Knowledge graph node 1444,community-4,4.4
NODE-01445,concept,Knowledge graph node 1445,community-5,4.5
NODE-01446,service,Knowledge graph node 1446,community-6,4.6
NODE-01447,document,Knowledge graph node 1447,community-7,4.7
NODE-01448,person,Knowledge graph node 1448,community-8,4.8
NODE-01449,dataset,Knowledge graph node 1449,community-9,4.9

# table:edges
source,target,predicate,strength
NODE-00001,NODE-00002,owns,3
NODE-00002,NODE-00003,derives_from,4
NODE-00003,NODE-00004,depends_on,5
NODE-00004,NODE-00005,mentions,6
NODE-00005,NODE-00006,owns,7
NODE-00006,NODE-00007,derives_from,8
NODE-00007,NODE-00008,depends_on,9
NODE-00008,NODE-00009,mentions,10
NODE-00009,NODE-00010,owns,11
NODE-00010,NODE-00011,derives_from,12
NODE-00011,NODE-00012,depends_on,13
NODE-00002,NODE-00012,cross_links,4
NODE-00012,NODE-00013,mentions,14
NODE-00013,NODE-00014,owns,15
NODE-00014,NODE-00015,derives_from,16
NODE-00005,NODE-00015,cross_links,7
NODE-00015,NODE-00016,depends_on,17
NODE-00016,NODE-00017,mentions,1
NODE-00017,NODE-00018,owns,2
NODE-00008,NODE-00018,cross_links,1
NODE-00018,NODE-00019,derives_from,3
NODE-00019,NODE-00020,depends_on,4
NODE-00020,NODE-00021,mentions,5
NODE-00011,NODE-00021,cross_links,4
NODE-00021,NODE-00022,owns,6
NODE-00022,NODE-00023,derives_from,7
NODE-00023,NODE-00024,depends_on,8
NODE-00014,NODE-00024,cross_links,7
NODE-00024,NODE-00025,mentions,9
NODE-00025,NODE-00026,owns,10
NODE-00026,NODE-00027,derives_from,11
NODE-00017,NODE-00027,cross_links,1
NODE-00027,NODE-00028,depends_on,12
NODE-00028,NODE-00029,mentions,13
NODE-00029,NODE-00030,owns,14
NODE-00020,NODE-00030,cross_links,4
NODE-00030,NODE-00031,derives_from,15
NODE-00031,NODE-00032,depends_on,16
NODE-00032,NODE-00033,mentions,17
NODE-00023,NODE-00033,cross_links,7
NODE-00033,NODE-00034,owns,1
NODE-00034,NODE-00035,derives_from,2
NODE-00035,NODE-00036,depends_on,3
NODE-00026,NODE-00036,cross_links,1
NODE-00036,NODE-00037,mentions,4
NODE-00037,NODE-00038,owns,5
NODE-00038,NODE-00039,derives_from,6
NODE-00029,NODE-00039,cross_links,4
NODE-00039,NODE-00040,depends_on,7
NODE-00040,NODE-00041,mentions,8
NODE-00041,NODE-00042,owns,9
NODE-00032,NODE-00042,cross_links,7
NODE-00042,NODE-00043,derives_from,10
NODE-00043,NODE-00044,depends_on,11
NODE-00044,NODE-00045,mentions,12
NODE-00035,NODE-00045,cross_links,1
NODE-00045,NODE-00046,owns,13
NODE-00046,NODE-00047,derives_from,14
NODE-00047,NODE-00048,depends_on,15
NODE-00038,NODE-00048,cross_links,4
NODE-00048,NODE-00049,mentions,16
NODE-00049,NODE-00050,owns,17
NODE-00050,NODE-00051,derives_from,1
NODE-00041,NODE-00051,cross_links,7
NODE-00051,NODE-00052,depends_on,2
NODE-00052,NODE-00053,mentions,3
NODE-00053,NODE-00054,owns,4
NODE-00044,NODE-00054,cross_links,1
NODE-00054,NODE-00055,derives_from,5
NODE-00055,NODE-00056,depends_on,6
NODE-00056,NODE-00057,mentions,7
NODE-00047,NODE-00057,cross_links,4
NODE-00057,NODE-00058,owns,8
NODE-00058,NODE-00059,derives_from,9
NODE-00059,NODE-00060,depends_on,10
NODE-00050,NODE-00060,cross_links,7
NODE-00060,NODE-00061,mentions,11
NODE-00061,NODE-00062,owns,12
NODE-00062,NODE-00063,derives_from,13
NODE-00053,NODE-00063,cross_links,1
NODE-00063,NODE-00064,depends_on,14
NODE-00064,NODE-00065,mentions,15
NODE-00065,NODE-00066,owns,16
NODE-00056,NODE-00066,cross_links,4
NODE-00066,NODE-00067,derives_from,17
NODE-00067,NODE-00068,depends_on,1
NODE-00068,NODE-00069,mentions,2
NODE-00059,NODE-00069,cross_links,7
NODE-00069,NODE-00070,owns,3
NODE-00070,NODE-00071,derives_from,4
NODE-00071,NODE-00072,depends_on,5
NODE-00062,NODE-00072,cross_links,1
NODE-00072,NODE-00073,mentions,6
NODE-00073,NODE-00074,owns,7
NODE-00074,NODE-00075,derives_from,8
NODE-00065,NODE-00075,cross_links,4
NODE-00075,NODE-00076,depends_on,9
NODE-00076,NODE-00077,mentions,10
NODE-00077,NODE-00078,owns,11
NODE-00068,NODE-00078,cross_links,7
NODE-00078,NODE-00079,derives_from,12
NODE-00079,NODE-00080,depends_on,13
NODE-00080,NODE-00081,mentions,14
NODE-00071,NODE-00081,cross_links,1
NODE-00081,NODE-00082,owns,15
NODE-00082,NODE-00083,derives_from,16
NODE-00083,NODE-00084,depends_on,17
NODE-00074,NODE-00084,cross_links,4
NODE-00084,NODE-00085,mentions,1
NODE-00085,NODE-00086,owns,2
NODE-00086,NODE-00087,derives_from,3
NODE-00077,NODE-00087,cross_links,7
NODE-00087,NODE-00088,depends_on,4
NODE-00088,NODE-00089,mentions,5
NODE-00089,NODE-00090,owns,6
NODE-00080,NODE-00090,cross_links,1
NODE-00090,NODE-00091,derives_from,7
NODE-00091,NODE-00092,depends_on,8
NODE-00092,NODE-00093,mentions,9
NODE-00083,NODE-00093,cross_links,4
NODE-00093,NODE-00094,owns,10
NODE-00094,NODE-00095,derives_from,11
NODE-00095,NODE-00096,depends_on,12
NODE-00086,NODE-00096,cross_links,7
NODE-00096,NODE-00097,mentions,13
NODE-00097,NODE-00098,owns,14
NODE-00098,NODE-00099,derives_from,15
NODE-00089,NODE-00099,cross_links,1
NODE-00099,NODE-00100,depends_on,16
NODE-00100,NODE-00101,mentions,17
NODE-00101,NODE-00102,owns,1
NODE-00092,NODE-00102,cross_links,4
NODE-00102,NODE-00103,derives_from,2
NODE-00103,NODE-00104,depends_on,3
NODE-00104,NODE-00105,mentions,4
NODE-00095,NODE-00105,cross_links,7
NODE-00105,NODE-00106,owns,5
NODE-00106,NODE-00107,derives_from,6
NODE-00107,NODE-00108,depends_on,7
NODE-00098,NODE-00108,cross_links,1
NODE-00108,NODE-00109,mentions,8
NODE-00109,NODE-00110,owns,9
NODE-00110,NODE-00111,derives_from,10
NODE-00101,NODE-00111,cross_links,4
NODE-00111,NODE-00112,depends_on,11
NODE-00112,NODE-00113,mentions,12
NODE-00113,NODE-00114,owns,13
NODE-00104,NODE-00114,cross_links,7
NODE-00114,NODE-00115,derives_from,14
NODE-00115,NODE-00116,depends_on,15
NODE-00116,NODE-00117,mentions,16
NODE-00107,NODE-00117,cross_links,1
NODE-00117,NODE-00118,owns,17
NODE-00118,NODE-00119,derives_from,1
NODE-00119,NODE-00120,depends_on,2
NODE-00110,NODE-00120,cross_links,4
NODE-00120,NODE-00121,mentions,3
NODE-00121,NODE-00122,owns,4
NODE-00122,NODE-00123,derives_from,5
NODE-00113,NODE-00123,cross_links,7
NODE-00123,NODE-00124,depends_on,6
NODE-00124,NODE-00125,mentions,7
NODE-00125,NODE-00126,owns,8
NODE-00116,NODE-00126,cross_links,1
NODE-00126,NODE-00127,derives_from,9
NODE-00127,NODE-00128,depends_on,10
NODE-00128,NODE-00129,mentions,11
NODE-00119,NODE-00129,cross_links,4
NODE-00129,NODE-00130,owns,12
NODE-00130,NODE-00131,derives_from,13
NODE-00131,NODE-00132,depends_on,14
NODE-00122,NODE-00132,cross_links,7
NODE-00132,NODE-00133,mentions,15
NODE-00133,NODE-00134,owns,16
NODE-00134,NODE-00135,derives_from,17
NODE-00125,NODE-00135,cross_links,1
NODE-00135,NODE-00136,depends_on,1
NODE-00136,NODE-00137,mentions,2
NODE-00137,NODE-00138,owns,3
NODE-00128,NODE-00138,cross_links,4
NODE-00138,NODE-00139,derives_from,4
NODE-00139,NODE-00140,depends_on,5
NODE-00140,NODE-00141,mentions,6
NODE-00131,NODE-00141,cross_links,7
NODE-00141,NODE-00142,owns,7
NODE-00142,NODE-00143,derives_from,8
NODE-00143,NODE-00144,depends_on,9
NODE-00134,NODE-00144,cross_links,1
NODE-00144,NODE-00145,mentions,10
NODE-00145,NODE-00146,owns,11
NODE-00146,NODE-00147,derives_from,12
NODE-00137,NODE-00147,cross_links,4
NODE-00147,NODE-00148,depends_on,13
NODE-00148,NODE-00149,mentions,14
NODE-00149,NODE-00150,owns,15
