# fields
key,value
document_type,medium-product-catalog
version,1.0.0
generated,true
benchmark_size_class,medium
benchmark_profile,catalog-commerce

# table:products
id,name,category,status
PROD-00027-v2,attribute_2-v2,value_27_2-v2
PROD-00027-v2,attribute_3-v2,value_27_3-v2
PROD-00027-v2,attribute_4-v2,value_27_4-v2
PROD-00028-v2,attribute_1-v2,value_28_1-v2
PROD-00028-v2,attribute_2-v2,value_28_2-v2
PROD-00028-v2,attribute_3-v2,value_28_3-v2
PROD-00028-v2,attribute_4-v2,value_28_4-v2
PROD-00029-v2,attribute_1-v2,value_29_1-v2
PROD-00029-v2,attribute_2-v2,value_29_2-v2
PROD-00029-v2,attribute_3-v2,value_29_3-v2
PROD-00029-v2,attribute_4-v2,value_29_4-v2
PROD-00030-v2,attribute_1-v2,value_30_1-v2
PROD-00030-v2,attribute_2-v2,value_30_2-v2
PROD-00030-v2,attribute_3-v2,value_30_3-v2
PROD-00030-v2,attribute_4-v2,value_30_4-v2
PROD-00031-v2,attribute_1-v2,value_31_1-v2
PROD-00031-v2,attribute_2-v2,value_31_2-v2
PROD-00031-v2,attribute_3-v2,value_31_3-v2
PROD-00031-v2,attribute_4-v2,value_31_4-v2
PROD-00032-v2,attribute_1-v2,value_32_1-v2
PROD-00032-v2,attribute_2-v2,value_32_2-v2
PROD-00032-v2,attribute_3-v2,value_32_3-v2
PROD-00032-v2,attribute_4-v2,value_32_4-v2
PROD-00033-v2,attribute_1-v2,value_33_1-v2
PROD-00033-v2,attribute_2-v2,value_33_2-v2
PROD-00033-v2,attribute_3-v2,value_33_3-v2
PROD-00033-v2,attribute_4-v2,value_33_4-v2
PROD-00034-v2,attribute_1-v2,value_34_1-v2
PROD-00034-v2,attribute_2-v2,value_34_2-v2
PROD-00034-v2,attribute_3-v2,value_34_3-v2
PROD-00034-v2,attribute_4-v2,value_34_4-v2
PROD-00035-v2,attribute_1-v2,value_35_1-v2
PROD-00035-v2,attribute_2-v2,value_35_2-v2
PROD-00035-v2,attribute_3-v2,value_35_3-v2
PROD-00035-v2,attribute_4-v2,value_35_4-v2
PROD-00036-v2,attribute_1-v2,value_36_1-v2
PROD-00036-v2,attribute_2-v2,value_36_2-v2
PROD-00036-v2,attribute_3-v2,value_36_3-v2
PROD-00036-v2,attribute_4-v2,value_36_4-v2
PROD-00037-v2,attribute_1-v2,value_37_1-v2
PROD-00037-v2,attribute_2-v2,value_37_2-v2
PROD-00037-v2,attribute_3-v2,value_37_3-v2
PROD-00037-v2,attribute_4-v2,value_37_4-v2
PROD-00038-v2,attribute_1-v2,value_38_1-v2
PROD-00038-v2,attribute_2-v2,value_38_2-v2
PROD-00038-v2,attribute_3-v2,value_38_3-v2
PROD-00038-v2,attribute_4-v2,value_38_4-v2
PROD-00039-v2,attribute_1-v2,value_39_1-v2
PROD-00039-v2,attribute_2-v2,value_39_2-v2
PROD-00039-v2,attribute_3-v2,value_39_3-v2
PROD-00039-v2,attribute_4-v2,value_39_4-v2
PROD-00040-v2,attribute_1-v2,value_40_1-v2
PROD-00040-v2,attribute_2-v2,value_40_2-v2
PROD-00040-v2,attribute_3-v2,value_40_3-v2
PROD-00040-v2,attribute_4-v2,value_40_4-v2
PROD-00041-v2,attribute_1-v2,value_41_1-v2
PROD-00041-v2,attribute_2-v2,value_41_2-v2
PROD-00041-v2,attribute_3-v2,value_41_3-v2
PROD-00041-v2,attribute_4-v2,value_41_4-v2
PROD-00042-v2,attribute_1-v2,value_42_1-v2
PROD-00042-v2,attribute_2-v2,value_42_2-v2
PROD-00042-v2,attribute_3-v2,value_42_3-v2
PROD-00042-v2,attribute_4-v2,value_42_4-v2
PROD-00043-v2,attribute_1-v2,value_43_1-v2
PROD-00043-v2,attribute_2-v2,value_43_2-v2
PROD-00043-v2,attribute_3-v2,value_43_3-v2
PROD-00043-v2,attribute_4-v2,value_43_4-v2
PROD-00044-v2,attribute_1-v2,value_44_1-v2
PROD-00044,attribute_2-v2,value_44_2
PROD-00044,attribute_3,value_44_3
PROD-00044,attribute_4,value_44_4
PROD-00045,attribute_1,value_45_1
PROD-00045,attribute_2,value_45_2
PROD-00045,attribute_3,value_45_3
PROD-00045,attribute_4,value_45_4
PROD-00046,attribute_1,value_46_1
PROD-00046,attribute_2,value_46_2
PROD-00046,attribute_3,value_46_3
PROD-00046,attribute_4,value_46_4
PROD-00047,attribute_1,value_47_1
PROD-00047,attribute_2,value_47_2
PROD-00047,attribute_3,value_47_3
PROD-00047,attribute_4,value_47_4
PROD-00048,attribute_1,value_48_1
PROD-00048,attribute_2,value_48_2
PROD-00048,attribute_3,value_48_3
PROD-00048,attribute_4,value_48_4
PROD-00049,attribute_1,value_49_1
PROD-00049,attribute_2,value_49_2
PROD-00049,attribute_3,value_49_3
PROD-00049,attribute_4,value_49_4
PROD-00050,attribute_1,value_50_1
PROD-00050,attribute_2,value_50_2
PROD-00050,attribute_3,value_50_3
PROD-00050,attribute_4,value_50_4
PROD-00051,attribute_1,value_51_1
PROD-00051,attribute_2,value_51_2
PROD-00051,attribute_3,value_51_3
PROD-00051,attribute_4,value_51_4
PROD-00052,attribute_1,value_52_1
PROD-00052,attribute_2,value_52_2
PROD-00052,attribute_3,value_52_3
PROD-00052,attribute_4,value_52_4
PROD-00053,attribute_1,value_53_1
PROD-00053,attribute_2,value_53_2
PROD-00053,attribute_3,value_53_3
PROD-00053,attribute_4,value_53_4
PROD-00054,attribute_1,value_54_1
PROD-00054,attribute_2,value_54_2
PROD-00054,attribute_3,value_54_3
PROD-00054,attribute_4,value_54_4
PROD-00055,attribute_1,value_55_1
PROD-00055,attribute_2,value_55_2
PROD-00055,attribute_3,value_55_3
PROD-00055,attribute_4,value_55_4
PROD-00056,attribute_1,value_56_1
PROD-00056,attribute_2,value_56_2
PROD-00056,attribute_3,value_56_3
PROD-00056,attribute_4,value_56_4
PROD-00057,attribute_1,value_57_1
PROD-00057,attribute_2,value_57_2
PROD-00057,attribute_3,value_57_3
PROD-00057,attribute_4,value_57_4
PROD-00058,attribute_1,value_58_1
PROD-00058,attribute_2,value_58_2
PROD-00058,attribute_3,value_58_3
PROD-00058,attribute_4,value_58_4
PROD-00059,attribute_1,value_59_1
PROD-00059,attribute_2,value_59_2
PROD-00059,attribute_3,value_59_3
PROD-00059,attribute_4,value_59_4
PROD-00060,attribute_1,value_60_1
PROD-00060,attribute_2,value_60_2
PROD-00060,attribute_3,value_60_3
PROD-00060,attribute_4,value_60_4
PROD-00061,attribute_1,value_61_1
PROD-00061,attribute_2,value_61_2
PROD-00061,attribute_3,value_61_3
PROD-00061,attribute_4,value_61_4
PROD-00062,attribute_1,value_62_1
PROD-00062,attribute_2,value_62_2
PROD-00062,attribute_3,value_62_3
PROD-00062,attribute_4,value_62_4
PROD-00063,attribute_1,value_63_1
PROD-00063,attribute_2,value_63_2
PROD-00063,attribute_3,value_63_3
PROD-00063,attribute_4,value_63_4
PROD-00064,attribute_1,value_64_1
PROD-00064,attribute_2,value_64_2
PROD-00064,attribute_3,value_64_3
PROD-00064,attribute_4,value_64_4
PROD-00065,attribute_1,value_65_1
PROD-00065,attribute_2,value_65_2
PROD-00065,attribute_3,value_65_3
PROD-00065,attribute_4,value_65_4
PROD-00066,attribute_1,value_66_1
PROD-00066,attribute_2,value_66_2
PROD-00066,attribute_3,value_66_3
PROD-00066,attribute_4,value_66_4
PROD-00067,attribute_1,value_67_1
PROD-00067,attribute_2,value_67_2
PROD-00067,attribute_3,value_67_3
PROD-00067,attribute_4,value_67_4
PROD-00068,attribute_1,value_68_1
PROD-00068,attribute_2,value_68_2
PROD-00068,attribute_3,value_68_3
PROD-00068,attribute_4,value_68_4
PROD-00069,attribute_1,value_69_1
PROD-00069,attribute_2,value_69_2
PROD-00069,attribute_3,value_69_3
PROD-00069,attribute_4,value_69_4
PROD-00070,attribute_1,value_70_1
PROD-00070,attribute_2,value_70_2
PROD-00070,attribute_3,value_70_3
PROD-00070,attribute_4,value_70_4
PROD-00071,attribute_1,value_71_1
PROD-00071,attribute_2,value_71_2
PROD-00071,attribute_3,value_71_3
PROD-00071,attribute_4,value_71_4
PROD-00072,attribute_1,value_72_1
PROD-00072,attribute_2,value_72_2
PROD-00072,attribute_3,value_72_3
PROD-00072,attribute_4,value_72_4
PROD-00073,attribute_1,value_73_1
PROD-00073,attribute_2,value_73_2
PROD-00073,attribute_3,value_73_3
PROD-00073,attribute_4,value_73_4
PROD-00074,attribute_1,value_74_1
PROD-00074,attribute_2,value_74_2
PROD-00074,attribute_3,value_74_3
PROD-00074,attribute_4,value_74_4
PROD-00075,attribute_1,value_75_1
PROD-00075,attribute_2,value_75_2
PROD-00075,attribute_3,value_75_3
PROD-00075,attribute_4,value_75_4
PROD-00076,attribute_1,value_76_1
PROD-00076,attribute_2,value_76_2
PROD-00076,attribute_3,value_76_3
PROD-00076,attribute_4,value_76_4
PROD-00077,attribute_1,value_77_1
PROD-00077,attribute_2,value_77_2
PROD-00077,attribute_3,value_77_3
PROD-00077,attribute_4,value_77_4
PROD-00078,attribute_1,value_78_1
PROD-00078,attribute_2,value_78_2
PROD-00078,attribute_3,value_78_3
PROD-00078,attribute_4,value_78_4
PROD-00079,attribute_1,value_79_1
PROD-00079,attribute_2,value_79_2
PROD-00079,attribute_3,value_79_3
PROD-00079,attribute_4,value_79_4
PROD-00080,attribute_1,value_80_1
PROD-00080,attribute_2,value_80_2
PROD-00080,attribute_3,value_80_3
PROD-00080,attribute_4,value_80_4
PROD-00081,attribute_1,value_81_1
PROD-00081,attribute_2,value_81_2
PROD-00081,attribute_3,value_81_3
PROD-00081,attribute_4,value_81_4
PROD-00082,attribute_1,value_82_1
PROD-00082,attribute_2,value_82_2
PROD-00082,attribute_3,value_82_3
PROD-00082,attribute_4,value_82_4
PROD-00083,attribute_1,value_83_1
PROD-00083,attribute_2,value_83_2
PROD-00083,attribute_3,value_83_3
PROD-00083,attribute_4,value_83_4
PROD-00084,attribute_1,value_84_1
PROD-00084,attribute_2,value_84_2
PROD-00084,attribute_3,value_84_3
PROD-00084,attribute_4,value_84_4
PROD-00085,attribute_1,value_85_1
PROD-00085,attribute_2,value_85_2
PROD-00085,attribute_3,value_85_3
PROD-00085,attribute_4,value_85_4
PROD-00086,attribute_1,value_86_1
PROD-00086,attribute_2,value_86_2
PROD-00086,attribute_3,value_86_3
PROD-00086,attribute_4,value_86_4
PROD-00087,attribute_1,value_87_1
PROD-00087,attribute_2,value_87_2
PROD-00087,attribute_3,value_87_3
PROD-00087,attribute_4,value_87_4
PROD-00088,attribute_1,value_88_1
PROD-00088,attribute_2,value_88_2
PROD-00088,attribute_3,value_88_3
PROD-00088,attribute_4,value_88_4
PROD-00089,attribute_1,value_89_1
PROD-00089,attribute_2,value_89_2
PROD-00089,attribute_3,value_89_3
PROD-00089,attribute_4,value_89_4
PROD-00090,attribute_1,value_90_1
PROD-00090,attribute_2,value_90_2
PROD-00090,attribute_3,value_90_3
PROD-00090,attribute_4,value_90_4
PROD-00091,attribute_1,value_91_1
PROD-00091,attribute_2,value_91_2
PROD-00091,attribute_3,value_91_3
PROD-00091,attribute_4,value_91_4
PROD-00092,attribute_1,value_92_1
PROD-00092,attribute_2,value_92_2
PROD-00092,attribute_3,value_92_3
PROD-00092,attribute_4,value_92_4
PROD-00093,attribute_1,value_93_1
PROD-00093,attribute_2,value_93_2
PROD-00093,attribute_3,value_93_3
PROD-00093,attribute_4,value_93_4
PROD-00094,attribute_1,value_94_1
PROD-00094,attribute_2,value_94_2
PROD-00094,attribute_3,value_94_3
PROD-00094,attribute_4,value_94_4
PROD-00095,attribute_1,value_95_1
PROD-00095,attribute_2,value_95_2
PROD-00095,attribute_3,value_95_3
PROD-00095,attribute_4,value_95_4
PROD-00096,attribute_1,value_96_1
PROD-00096,attribute_2,value_96_2
PROD-00096,attribute_3,value_96_3
PROD-00096,attribute_4,value_96_4
PROD-00097,attribute_1,value_97_1
PROD-00097,attribute_2,value_97_2
PROD-00097,attribute_3,value_97_3
PROD-00097,attribute_4,value_97_4
PROD-00098,attribute_1,value_98_1
PROD-00098,attribute_2,value_98_2
PROD-00098,attribute_3,value_98_3
PROD-00098,attribute_4,value_98_4
PROD-00099,attribute_1,value_99_1
PROD-00099,attribute_2,value_99_2
PROD-00099,attribute_3,value_99_3
PROD-00099,attribute_4,value_99_4
PROD-00100,attribute_1,value_100_1
PROD-00100,attribute_2,value_100_2
PROD-00100,attribute_3,value_100_3
PROD-00100,attribute_4,value_100_4
PROD-00101,attribute_1,value_101_1
PROD-00101,attribute_2,value_101_2
PROD-00101,attribute_3,value_101_3
PROD-00101,attribute_4,value_101_4
PROD-00102,attribute_1,value_102_1
PROD-00102,attribute_2,value_102_2
PROD-00102,attribute_3,value_102_3
PROD-00102,attribute_4,value_102_4
PROD-00103,attribute_1,value_103_1
PROD-00103,attribute_2,value_103_2
PROD-00103,attribute_3,value_103_3
PROD-00103,attribute_4,value_103_4
PROD-00104,attribute_1,value_104_1
PROD-00104,attribute_2,value_104_2
PROD-00104,attribute_3,value_104_3
PROD-00104,attribute_4,value_104_4
PROD-00105,attribute_1,value_105_1
PROD-00105,attribute_2,value_105_2
PROD-00105,attribute_3,value_105_3
PROD-00105,attribute_4,value_105_4
PROD-00106,attribute_1,value_106_1
PROD-00106,attribute_2,value_106_2
PROD-00106,attribute_3,value_106_3
PROD-00106,attribute_4,value_106_4
PROD-00107,attribute_1,value_107_1
PROD-00107,attribute_2,value_107_2
PROD-00107,attribute_3,value_107_3
PROD-00107,attribute_4,value_107_4
PROD-00108,attribute_1,value_108_1
PROD-00108,attribute_2,value_108_2
PROD-00108,attribute_3,value_108_3
PROD-00108,attribute_4,value_108_4
PROD-00109,attribute_1,value_109_1
PROD-00109,attribute_2,value_109_2
PROD-00109,attribute_3,value_109_3
PROD-00109,attribute_4,value_109_4
PROD-00110,attribute_1,value_110_1
PROD-00110,attribute_2,value_110_2
PROD-00110,attribute_3,value_110_3
PROD-00110,attribute_4,value_110_4
PROD-00111,attribute_1,value_111_1
PROD-00111,attribute_2,value_111_2
PROD-00111,attribute_3,value_111_3
PROD-00111,attribute_4,value_111_4
PROD-00112,attribute_1,value_112_1
PROD-00112,attribute_2,value_112_2
PROD-00112,attribute_3,value_112_3
PROD-00112,attribute_4,value_112_4
PROD-00113,attribute_1,value_113_1
PROD-00113,attribute_2,value_113_2
PROD-00113,attribute_3,value_113_3
PROD-00113,attribute_4,value_113_4
PROD-00114,attribute_1,value_114_1
PROD-00114,attribute_2,value_114_2
PROD-00114,attribute_3,value_114_3
PROD-00114,attribute_4,value_114_4
PROD-00115,attribute_1,value_115_1
PROD-00115,attribute_2,value_115_2
PROD-00115,attribute_3,value_115_3
PROD-00115,attribute_4,value_115_4
PROD-00116,attribute_1,value_116_1
PROD-00116,attribute_2,value_116_2
PROD-00116,attribute_3,value_116_3
PROD-00116,attribute_4,value_116_4
PROD-00117,attribute_1,value_117_1
PROD-00117,attribute_2,value_117_2
PROD-00117,attribute_3,value_117_3
PROD-00117,attribute_4,value_117_4
PROD-00118,attribute_1,value_118_1
PROD-00118,attribute_2,value_118_2
PROD-00118,attribute_3,value_118_3
PROD-00118,attribute_4,value_118_4
PROD-00119,attribute_1,value_119_1
PROD-00119,attribute_2,value_119_2
PROD-00119,attribute_3,value_119_3
PROD-00119,attribute_4,value_119_4
PROD-00120,attribute_1,value_120_1
PROD-00120,attribute_2,value_120_2
PROD-00120,attribute_3,value_120_3
PROD-00120,attribute_4,value_120_4
PROD-00121,attribute_1,value_121_1
PROD-00121,attribute_2,value_121_2
PROD-00121,attribute_3,value_121_3
PROD-00121,attribute_4,value_121_4
PROD-00122,attribute_1,value_122_1
PROD-00122,attribute_2,value_122_2
PROD-00122,attribute_3,value_122_3
PROD-00122,attribute_4,value_122_4
PROD-00123,attribute_1,value_123_1
PROD-00123,attribute_2,value_123_2
PROD-00123,attribute_3,value_123_3
PROD-00123,attribute_4,value_123_4
PROD-00124,attribute_1,value_124_1
PROD-00124,attribute_2,value_124_2
PROD-00124,attribute_3,value_124_3
PROD-00124,attribute_4,value_124_4
PROD-00125,attribute_1,value_125_1
PROD-00125,attribute_2,value_125_2
PROD-00125,attribute_3,value_125_3
PROD-00125,attribute_4,value_125_4
PROD-00126,attribute_1,value_126_1
PROD-00126,attribute_2,value_126_2
PROD-00126,attribute_3,value_126_3
PROD-00126,attribute_4,value_126_4
PROD-00127,attribute_1,value_127_1
PROD-00127,attribute_2,value_127_2
PROD-00127,attribute_3,value_127_3
PROD-00127,attribute_4,value_127_4
PROD-00128,attribute_1,value_128_1
PROD-00128,attribute_2,value_128_2
PROD-00128,attribute_3,value_128_3
PROD-00128,attribute_4,value_128_4
PROD-00129,attribute_1,value_129_1
PROD-00129,attribute_2,value_129_2
PROD-00129,attribute_3,value_129_3
PROD-00129,attribute_4,value_129_4
PROD-00130,attribute_1,value_130_1
PROD-00130,attribute_2,value_130_2
PROD-00130,attribute_3,value_130_3
PROD-00130,attribute_4,value_130_4
PROD-00131,attribute_1,value_131_1
PROD-00131,attribute_2,value_131_2
PROD-00131,attribute_3,value_131_3
PROD-00131,attribute_4,value_131_4
PROD-00132,attribute_1,value_132_1
PROD-00132,attribute_2,value_132_2
PROD-00132,attribute_3,value_132_3
PROD-00132,attribute_4,value_132_4
PROD-00133,attribute_1,value_133_1
PROD-00133,attribute_2,value_133_2
PROD-00133,attribute_3,value_133_3
PROD-00133,attribute_4,value_133_4
PROD-00134,attribute_1,value_134_1
PROD-00134,attribute_2,value_134_2
PROD-00134,attribute_3,value_134_3
PROD-00134,attribute_4,value_134_4
PROD-00135,attribute_1,value_135_1
PROD-00135,attribute_2,value_135_2
PROD-00135,attribute_3,value_135_3
PROD-00135,attribute_4,value_135_4
PROD-00136,attribute_1,value_136_1
PROD-00136,attribute_2,value_136_2
PROD-00136,attribute_3,value_136_3
PROD-00136,attribute_4,value_136_4
PROD-00137,attribute_1,value_137_1
PROD-00137,attribute_2,value_137_2
PROD-00137,attribute_3,value_137_3
PROD-00137,attribute_4,value_137_4
PROD-00138,attribute_1,value_138_1
PROD-00138,attribute_2,value_138_2
PROD-00138,attribute_3,value_138_3
PROD-00138,attribute_4,value_138_4
PROD-00139,attribute_1,value_139_1
PROD-00139,attribute_2,value_139_2
PROD-00139,attribute_3,value_139_3
PROD-00139,attribute_4,value_139_4
PROD-00140,attribute_1,value_140_1
PROD-00140,attribute_2,value_140_2
PROD-00140,attribute_3,value_140_3
PROD-00140,attribute_4,value_140_4
PROD-00141,attribute_1,value_141_1
PROD-00141,attribute_2,value_141_2
PROD-00141,attribute_3,value_141_3
PROD-00141,attribute_4,value_141_4
PROD-00142,attribute_1,value_142_1
PROD-00142,attribute_2,value_142_2
PROD-00142,attribute_3,value_142_3
PROD-00142,attribute_4,value_142_4
PROD-00143,attribute_1,value_143_1
PROD-00143,attribute_2,value_143_2
PROD-00143,attribute_3,value_143_3
PROD-00143,attribute_4,value_143_4
PROD-00144,attribute_1,value_144_1
PROD-00144,attribute_2,value_144_2
PROD-00144,attribute_3,value_144_3
PROD-00144,attribute_4,value_144_4
PROD-00145,attribute_1,value_145_1
PROD-00145,attribute_2,value_145_2
PROD-00145,attribute_3,value_145_3
PROD-00145,attribute_4,value_145_4
PROD-00146,attribute_1,value_146_1
PROD-00146,attribute_2,value_146_2
PROD-00146,attribute_3,value_146_3
PROD-00146,attribute_4,value_146_4
PROD-00147,attribute_1,value_147_1
PROD-00147,attribute_2,value_147_2
PROD-00147,attribute_3,value_147_3
PROD-00147,attribute_4,value_147_4
PROD-00148,attribute_1,value_148_1
PROD-00148,attribute_2,value_148_2
PROD-00148,attribute_3,value_148_3
PROD-00148,attribute_4,value_148_4
PROD-00149,attribute_1,value_149_1
PROD-00149,attribute_2,value_149_2
PROD-00149,attribute_3,value_149_3
PROD-00149,attribute_4,value_149_4
PROD-00150,attribute_1,value_150_1
PROD-00150,attribute_2,value_150_2
PROD-00150,attribute_3,value_150_3
PROD-00150,attribute_4,value_150_4
PROD-00151,attribute_1,value_151_1
PROD-00151,attribute_2,value_151_2
PROD-00151,attribute_3,value_151_3
PROD-00151,attribute_4,value_151_4
PROD-00152,attribute_1,value_152_1
PROD-00152,attribute_2,value_152_2
PROD-00152,attribute_3,value_152_3
PROD-00152,attribute_4,value_152_4
PROD-00153,attribute_1,value_153_1
PROD-00153,attribute_2,value_153_2
PROD-00153,attribute_3,value_153_3
PROD-00153,attribute_4,value_153_4
PROD-00154,attribute_1,value_154_1
PROD-00154,attribute_2,value_154_2
PROD-00154,attribute_3,value_154_3
PROD-00154,attribute_4,value_154_4
PROD-00155,attribute_1,value_155_1
PROD-00155,attribute_2,value_155_2
PROD-00155,attribute_3,value_155_3
PROD-00155,attribute_4,value_155_4
PROD-00156,attribute_1,value_156_1
PROD-00156,attribute_2,value_156_2
PROD-00156,attribute_3,value_156_3
PROD-00156,attribute_4,value_156_4
PROD-00157,attribute_1,value_157_1
PROD-00157,attribute_2,value_157_2
PROD-00157,attribute_3,value_157_3
PROD-00157,attribute_4,value_157_4
PROD-00158,attribute_1,value_158_1
PROD-00158,attribute_2,value_158_2
PROD-00158,attribute_3,value_158_3
PROD-00158,attribute_4,value_158_4
PROD-00159,attribute_1,value_159_1
PROD-00159,attribute_2,value_159_2
PROD-00159,attribute_3,value_159_3
PROD-00159,attribute_4,value_159_4
PROD-00160,attribute_1,value_160_1
PROD-00160,attribute_2,value_160_2
PROD-00160,attribute_3,value_160_3
PROD-00160,attribute_4,value_160_4
PROD-00161,attribute_1,value_161_1
PROD-00161,attribute_2,value_161_2
PROD-00161,attribute_3,value_161_3
PROD-00161,attribute_4,value_161_4
PROD-00162,attribute_1,value_162_1
PROD-00162,attribute_2,value_162_2
PROD-00162,attribute_3,value_162_3
PROD-00162,attribute_4,value_162_4
PROD-00163,attribute_1,value_163_1
PROD-00163,attribute_2,value_163_2
PROD-00163,attribute_3,value_163_3
PROD-00163,attribute_4,value_163_4
PROD-00164,attribute_1,value_164_1
PROD-00164,attribute_2,value_164_2
PROD-00164,attribute_3,value_164_3
PROD-00164,attribute_4,value_164_4
PROD-00165,attribute_1,value_165_1
PROD-00165,attribute_2,value_165_2
PROD-00165,attribute_3,value_165_3
PROD-00165,attribute_4,value_165_4
PROD-00166,attribute_1,value_166_1
PROD-00166,attribute_2,value_166_2
PROD-00166,attribute_3,value_166_3
PROD-00166,attribute_4,value_166_4
PROD-00167,attribute_1,value_167_1
PROD-00167,attribute_2,value_167_2
PROD-00167,attribute_3,value_167_3
PROD-00167,attribute_4,value_167_4
PROD-00168,attribute_1,value_168_1
PROD-00168,attribute_2,value_168_2
PROD-00168,attribute_3,value_168_3
PROD-00168,attribute_4,value_168_4
PROD-00169,attribute_1,value_169_1
PROD-00169,attribute_2,value_169_2
PROD-00169,attribute_3,value_169_3
PROD-00169,attribute_4,value_169_4
PROD-00170,attribute_1,value_170_1
PROD-00170,attribute_2,value_170_2
PROD-00170,attribute_3,value_170_3
PROD-00170,attribute_4,value_170_4
PROD-00171,attribute_1,value_171_1
PROD-00171,attribute_2,value_171_2
PROD-00171,attribute_3,value_171_3
PROD-00171,attribute_4,value_171_4
PROD-00172,attribute_1,value_172_1
PROD-00172,attribute_2,value_172_2
PROD-00172,attribute_3,value_172_3
PROD-00172,attribute_4,value_172_4
PROD-00173,attribute_1,value_173_1
PROD-00173,attribute_2,value_173_2
PROD-00173,attribute_3,value_173_3
PROD-00173,attribute_4,value_173_4
PROD-00174,attribute_1,value_174_1
PROD-00174,attribute_2,value_174_2
PROD-00174,attribute_3,value_174_3
PROD-00174,attribute_4,value_174_4
PROD-00175,attribute_1,value_175_1
PROD-00175,attribute_2,value_175_2
PROD-00175,attribute_3,value_175_3
PROD-00175,attribute_4,value_175_4
PROD-00176,attribute_1,value_176_1
PROD-00176,attribute_2,value_176_2
PROD-00176,attribute_3,value_176_3
PROD-00176,attribute_4,value_176_4
PROD-00177,attribute_1,value_177_1
PROD-00177,attribute_2,value_177_2
PROD-00177,attribute_3,value_177_3
PROD-00177,attribute_4,value_177_4
PROD-00178,attribute_1,value_178_1
PROD-00178,attribute_2,value_178_2
PROD-00178,attribute_3,value_178_3
PROD-00178,attribute_4,value_178_4
PROD-00179,attribute_1,value_179_1
PROD-00179,attribute_2,value_179_2
PROD-00179,attribute_3,value_179_3
PROD-00179,attribute_4,value_179_4

# table:inventory
product_id,warehouse,available,reserved
PROD-00001,WH-2,3,1
PROD-00002,WH-3,6,2
PROD-00003,WH-4,9,3
PROD-00004,WH-5,12,4
PROD-00005,WH-6,15,5
PROD-00006,WH-7,18,6
PROD-00007,WH-8,21,7
PROD-00008,WH-9,24,8
PROD-00009,WH-1,27,9
PROD-00010,WH-2,30,10
PROD-00011,WH-3,33,11
PROD-00012,WH-4,36,12
PROD-00013,WH-5,39,13
PROD-00014,WH-6,42,14
PROD-00015,WH-7,45,15
PROD-00016,WH-8,48,16
PROD-00017,WH-9,51,0
PROD-00018,WH-1,54,1
PROD-00019,WH-2,57,2
PROD-00020,WH-3,60,3
PROD-00021,WH-4,63,4
PROD-00022,WH-5,66,5
PROD-00023,WH-6,69,6
PROD-00024,WH-7,72,7
PROD-00025,WH-8,75,8
PROD-00026,WH-9,78,9
PROD-00027,WH-1,81,10
PROD-00028,WH-2,84,11
PROD-00029,WH-3,87,12
PROD-00030,WH-4,90,13
PROD-00031,WH-5,93,14
PROD-00032,WH-6,96,15
PROD-00033,WH-7,99,16
PROD-00034,WH-8,102,0
PROD-00035,WH-9,105,1
PROD-00036,WH-1,108,2
PROD-00037,WH-2,111,3
PROD-00038,WH-3,114,4
PROD-00039,WH-4,117,5
PROD-00040,WH-5,120,6
PROD-00041,WH-6,123,7
PROD-00042,WH-7,126,8
PROD-00043,WH-8,129,9
PROD-00044,WH-9,132,10
PROD-00045,WH-1,135,11
PROD-00046,WH-2,138,12
PROD-00047,WH-3,141,13
PROD-00048,WH-4,144,14
PROD-00049,WH-5,147,15
PROD-00050,WH-6,150,16
PROD-00051,WH-7,153,0
PROD-00052,WH-8,156,1
PROD-00053,WH-9,159,2
PROD-00054,WH-1,162,3
PROD-00055,WH-2,165,4
PROD-00056,WH-3,168,5
PROD-00057,WH-4,171,6
PROD-00058,WH-5,174,7
PROD-00059,WH-6,177,8
PROD-00060,WH-7,180,9
PROD-00061,WH-8,183,10
PROD-00062,WH-9,186,11
PROD-00063,WH-1,189,12
PROD-00064,WH-2,192,13
PROD-00065,WH-3,195,14
PROD-00066,WH-4,198,15
PROD-00067,WH-5,201,16
PROD-00068,WH-6,204,0
PROD-00069,WH-7,207,1
PROD-00070,WH-8,210,2
PROD-00071,WH-9,213,3
PROD-00072,WH-1,216,4
PROD-00073,WH-2,219,5
PROD-00074,WH-3,222,6
PROD-00075,WH-4,225,7
PROD-00076,WH-5,228,8
PROD-00077,WH-6,231,9
PROD-00078,WH-7,234,10
PROD-00079,WH-8,237,11
PROD-00080,WH-9,240,12
PROD-00081,WH-1,243,13
PROD-00082,WH-2,246,14
PROD-00083,WH-3,249,15
PROD-00084,WH-4,252,16
PROD-00085,WH-5,255,0
PROD-00086,WH-6,258,1
PROD-00087,WH-7,261,2
PROD-00088,WH-8,264,3
PROD-00089,WH-9,267,4
PROD-00090,WH-1,270,5
PROD-00091,WH-2,273,6
PROD-00092,WH-3,276,7
PROD-00093,WH-4,279,8
PROD-00094,WH-5,282,9
PROD-00095,WH-6,285,10
PROD-00096,WH-7,288,11
PROD-00097,WH-8,291,12
PROD-00098,WH-9,294,13
PROD-00099,WH-1,297,14
PROD-00100,WH-2,300,15
PROD-00101,WH-3,303,16
PROD-00102,WH-4,306,0
PROD-00103,WH-5,309,1
PROD-00104,WH-6,312,2
